question,question_id,category,release,paper_correct,baseline_correct,paper_prediction,baseline_prediction,expected,paper_index
What is the function of the Serving GPRS Support Node (SGSN)? [3GPP Release 17],question 8735,Standards specifications,17,True,True,Option 5,option 5,option 5,1559
What type of control information can be provided by a PSFCH transmission? [3GPP Release 17],question 8742,Standards specifications,17,True,True,Option 3,option 3,option 3,1560
What is the purpose of the Internal-Group Identifier? [3GPP Release 18],question 8755,Standards specifications,18,True,True,Option 5,option 5,option 5,1561
Which group focuses on defining and parameterizing indoor scenarios for mmWave propagation channels? [3GPP Release 17],question 8762,Standards specifications,17,False,True,Option 2,option 4,option 4,1562
What is the purpose of transform precoding in the physical uplink shared channel? [3GPP Release 17],question 8768,Standards specifications,17,True,True,Option 3,option 3,option 3,1563
What does the AMF do after purging the subscriber data and MM context of a deregistered UE? [3GPP Release 18],question 8770,Standards specifications,18,False,True,Option 4,option 2,option 2,1564
What does the 'Request-response' communication paradigm involve in management service interactions? [3GPP Release 17],question 8774,Standards specifications,17,True,True,Option 4,option 4,option 4,1565
What is required for the efficient transfer of charging information? [3GPP Release 18],question 8779,Standards specifications,18,True,True,Option 4,option 4,option 4,1566
What are the TDL models constructed for? [3GPP Release 18],question 8795,Standards specifications,18,True,True,Option 1,option 1,option 1,1567
What is the purpose of the Inter-gNB-DU Conditional PSCell Change using MCG SRB without MN negotiation procedure? [3GPP Release 17],question 8798,Standards specifications,17,False,True,Option 1,option 5,option 5,1568
What is used to indicate resource and transmission parameters for PSSCH? [3GPP Release 17],question 8801,Standards specifications,17,False,True,Option 4,option 5,option 5,1569
What is the purpose of offline charging? [3GPP Release 18],question 8806,Standards specifications,18,True,True,Option 4,option 4,option 4,1570
What is the reference point between the PDG and a packet data network? [3GPP Release 17],question 8808,Standards specifications,17,False,False,Option 1,option 1,option 5,1571
What were the improvements made in Rel-13 and 14 to enhance the mobility and throughput performance in high-speed scenarios? [3GPP Release 16],question 8814,Standards overview,16,True,True,Option 5,option 5,option 5,1572
How are serving cells configured in terms of DRX groups? [3GPP Release 17],question 8833,Standards specifications,17,False,False,Option 5,option 2,option 3,1573
What is the purpose of direct device connection in the 5G system? [3GPP Release 19],question 8854,Standards specifications,19,True,True,Option 5,option 5,option 5,1574
What is the purpose of the Unlicensed Spectrum Offloading System? [3GPP Release 15],question 8860,Standards overview,15,False,True,Option 1,option 4,option 4,1575
What is the characteristic of handover with SRVCC operation? [3GPP Release 17],question 8862,Standards specifications,17,False,False,Option 2,option 2,option 1,1576
What mechanism does the 5G system support for a 3rd party application to request resilient timing? [3GPP Release 17],question 8863,Standards specifications,17,True,True,Option 4,option 4,option 4,1577
What is the purpose of Call Whisper in IP-PBX? [3GPP Release 17],question 8868,Standards specifications,17,True,True,Option 1,option 1,option 1,1578
What is the purpose of the RSRP(B)-based RX beam peak search approach? [3GPP Release 18],question 8874,Standards specifications,18,False,True,Option 5,option 3,option 3,1579
Which function is responsible for NAS signalling security? [3GPP Release 17],question 8875,Standards specifications,17,True,True,Option 5,option 5,option 5,1580
What should the LCS server do when a request is cancelled by the target UE? [3GPP Release 17],question 8877,Standards specifications,17,True,True,Option 2,option 2,option 2,1581
In which state is QoE measurement collection supported? [3GPP Release 18],question 8882,Standards specifications,18,True,True,Option 2,option 2,option 2,1582
What can be applied to a delay-scaled CDL model to model the effect of beamforming in a simplified way? [3GPP Release 18],question 8885,Standards specifications,18,False,False,Option 2,option 2,option 4,1583
What are the considerations for closed-loop factory automation? [3GPP Release 17],question 8886,Standards specifications,17,True,True,Option 5,option 5,option 5,1584
What does NWDAF provide with Network Performance Analytics? [3GPP Release 18],question 8901,Standards specifications,18,False,True,Option 3,option 1,option 1,1585
Which type of control loop relies on periodic communication patterns? [3GPP Release 19],question 8912,Standards specifications,19,True,True,Option 2,option 2,option 2,1586
What is the purpose of the eVoLTE CE technologies? [3GPP Release 14],question 8915,Standards overview,14,False,True,Option 2,option 5,option 5,1587
Which entity handles location management of roaming subscribers in the visited network without involving HLR? [3GPP Release 17],question 8942,Standards specifications,17,True,True,Option 3,option 3,option 3,1588
What does NG-RAN support for Non-Public Networks (NPN)? [3GPP Release 17],question 8946,Standards specifications,17,False,False,Option 2,option 2,option 5,1589
What is the purpose of access performance measurements per QoS flow in ATSS? [3GPP Release 17],question 8947,Standards overview,17,True,True,Option 2,option 2,option 2,1590
What is the purpose of the Nmfaf_3caDataManagement service? [3GPP Release 18],question 8948,Standards specifications,18,False,True,Option 1,option 3,option 3,1591
Which high level deployment configuration supports distributed algorithms for scheduling and interference management of V2V traffic? [3GPP Release 14],question 8950,Standards overview,14,False,True,Option 4,option 1,option 1,1592
What is the purpose of the RN attach procedure? [3GPP Release 17],question 8955,Standards specifications,17,True,True,Option 1,option 1,option 1,1593
Which reference point is used for SMS transfer between UE and AMF via NAS? [3GPP Release 18],question 8957,Standards specifications,18,True,True,Option 1,option 1,option 1,1594
What is the purpose of the scheduling assignments (SA) in V2V communications? [3GPP Release 14],question 8961,Standards overview,14,True,True,Option 2,option 2,option 2,1595
What is the length of the window in number of slots for Type-2 random access procedure? [3GPP Release 17],question 8962,Standards specifications,17,False,False,Option 2,option 2,option 5,1596
What does the SA5 Work Item 'CH14-V8' focus on in the VoLTE roaming architecture? [3GPP Release 14],question 8964,Standards overview,14,True,True,Option 4,option 4,option 4,1597
What is the default Traffic type of interest if not provided? [3GPP Release 18],question 8965,Standards specifications,18,False,False,Option 2,option 4,option 1,1598
What does UL SPS (uplink Semi-Persistent Scheduling) repetition allow in LTE? [3GPP Release 18],question 8971,Standards specifications,18,True,True,Option 2,option 2,option 2,1599
Can a single terminal support multiple UICCs? [3GPP Release 18],question 8972,Standards specifications,18,True,True,Option 3,option 3,option 3,1600
What does the MME indicate to the UE in the GUTI? [3GPP Release 17],question 8981,Standards specifications,17,False,False,Option 3,option 1,option 5,1601
Which stage 1 specifications specify the architecture and information flows to support Mission Critical Push To Talk (MCPTT)? [3GPP Release 15],question 8987,Standards overview,15,False,True,Option 4,option 5,option 5,1602
How is the last symbol of the PDCCH triggering the CSI report(s) determined when the PDCCH reception includes two PDCCH candidates? [3GPP Release 17],question 9001,Standards specifications,17,True,True,Option 2,option 2,option 2,1603
What is the purpose of the adaptation/interworking functions? [3GPP Release 18],question 9010,Standards specifications,18,True,True,Option 4,option 4,option 4,1604
Which control mechanism allows the network to control the behavior of UEs in E-UTRAN in connected mode? [3GPP Release 18],question 9013,Standards specifications,18,False,True,Option 2,option 5,option 5,1605
"For the Analytics ID 'Network Performance', which Consumer NF may use it? [3GPP Release 16]",question 9014,Standards overview,16,False,True,Option 3,option 4,option 4,1606
What is the definition of OTA frequency error? [3GPP Release 18],question 9022,Standards specifications,18,True,True,Option 1,option 1,option 1,1607
When can a UE determine PDCCH monitoring occasions for a search space set in the active DL BWP? [3GPP Release 17],question 9023,Standards specifications,17,True,True,Option 4,option 4,option 4,1608
When does the UE use Listen-Before-Talk (LBT) for transmission on a cell with shared spectrum channel access? [3GPP Release 18],question 9025,Standards specifications,18,True,True,Option 5,option 5,option 5,1609
What is the required accuracy for the modulated carrier frequency of each carrier configured by the SAN? [3GPP Release 18],question 9028,Standards specifications,18,False,True,Option 2,option 3,option 3,1610
Who is responsible for the event-based or time-based decision process in order for all services to be regarded as periodic location reporting? [3GPP Release 17],question 9030,Standards specifications,17,False,False,Option 2,option 2,option 3,1611
What is the main objective of the Rel-14 work in the context of Vehicle-to-Everything Communications (V2X)? [3GPP Release 15],question 9043,Standards overview,15,True,True,Option 1,option 1,option 1,1612
What is the purpose of service reachability in the Evolved Packet System? [3GPP Release 17],question 9046,Standards specifications,17,False,False,Option 4,option 4,option 5,1613
Which of the following solutions have been specified for providing highly reliable and low latency communication for LTE? [3GPP Release 15],question 9048,Standards overview,15,False,False,Option 4,option 1,option 3,1614
Which interface is used by NWDAF to request subscription to data delivery? [3GPP Release 18],question 9050,Standards specifications,18,False,False,Option 2,option 3,option 1,1615
What is Small Data Transmission (SDT)? [3GPP Release 18],question 9052,Standards specifications,18,False,True,Option 1,option 5,option 5,1616
What is the purpose of the Direct event notification method in the PCC rule? [3GPP Release 18],question 9061,Standards specifications,18,True,True,Option 3,option 3,option 3,1617
What network architecture should be supported? [3GPP Release 17],question 9073,Standards specifications,17,False,False,Option 4,option 4,option 3,1618
What is the purpose of the Network Slicing Admission Control Function (NSACF)? [3GPP Release 17],question 9074,Standards overview,17,False,True,Option 2,option 1,option 1,1619
Which architecture has a CHF instance and the Edge Enablement Server (EES) located in the same Service Deployment Cluster? [3GPP Release 18],question 9077,Standards specifications,18,True,True,Option 2,option 2,option 2,1620
"Which aspect of the 5G system covers network slicing, network capability exposure, scalability, and diverse mobility, security, efficient content delivery, and migration and interworking? [3GPP Release 18]",question 9091,Standards specifications,18,True,True,Option 5,option 5,option 5,1621
What is the purpose of the Ndccf_ContextManagement_Register service operation? [3GPP Release 18],question 9095,Standards specifications,18,False,True,Option 1,option 3,option 3,1622
Which identity is used for identification of slot format? [3GPP Release 17],question 9099,Standards specifications,17,True,True,Option 5,option 5,option 5,1623
What is the purpose of automatic device detection? [3GPP Release 18],question 9101,Standards specifications,18,True,True,Option 3,option 3,option 3,1624
What type of V2X messages are supported over PC5 interface? [3GPP Release 14],question 9102,Standards overview,14,True,True,Option 3,option 3,option 3,1625
What can the LCS feature allow for a Target UE? [3GPP Release 17],question 9112,Standards specifications,17,True,False,Option 5,option 4,option 5,1626
Which identity is used to identify an AMF in NG-RAN? [3GPP Release 18],question 9118,Standards specifications,18,True,True,Option 5,option 5,option 5,1627
What is the maximum frequency of messages per transmitting UE supported by the E-UTRA(N)? [3GPP Release 17],question 9124,Standards specifications,17,True,False,Option 3,option 2,option 3,1628
Which document specifies the modulation mapping for the physical layer? [3GPP Release 17],question 9126,Standards specifications,17,True,True,Option 1,option 1,option 1,1629
When does a UE initiate reselection and registration on an alternative available PLMN? [3GPP Release 18],question 9129,Standards specifications,18,True,True,Option 1,option 1,option 1,1630
Which 3GPP specification provides details for the protocols between BM-SC and MBMS-GW? [3GPP Release 14],question 9139,Standards overview,14,False,True,Option 2,option 1,option 1,1631
What falls under the network functions of MPS? [3GPP Release 18],question 9145,Standards specifications,18,True,True,Option 3,option 3,option 3,1632
Which identity is used for identification of Paging and System Information change notification in the downlink? [3GPP Release 17],question 9146,Standards specifications,17,False,True,Option 3,option 5,option 5,1633
What factors can affect the accuracy of location services? [3GPP Release 17],question 9167,Standards specifications,17,True,True,Option 4,option 4,option 4,1634
When is DCP monitored by the UE? [3GPP Release 18],question 9168,Standards specifications,18,False,True,Option 1,option 4,option 4,1635
What is the maximum number of DL band combinations? [3GPP Release 17],question 9174,Standards specifications,17,False,False,Option 128,option 4,option 5,1636
What are the two main parts of the network selection procedure for the UE? [3GPP Release 18],question 9180,Standards specifications,18,True,True,Option 1,option 1,option 1,1637
Which service operation is used by a consumer NF to subscribe to/request NWDAF analytics? [3GPP Release 18],question 9187,Standards specifications,18,True,True,Option 1,option 1,option 1,1638
What is the potential transport layer for SLPP? [3GPP Release 18],question 9191,Standards specifications,18,False,True,Option 1,option 5,option 5,1639
Which message does the gNB-DU include in the non-UE associated INITIAL UL RRC MESSAGE TRANSFER message? [3GPP Release 17],question 9204,Standards specifications,17,True,True,Option 3,option 3,option 3,1640
What are the required inputs for the Nadrf_MLModelManagement_Delete service operation? [3GPP Release 18],question 9208,Standards specifications,18,False,True,Option 5,option 4,option 4,1641
Which states does RRC support? [3GPP Release 18],question 9213,Standards specifications,18,True,True,Option 4,option 4,option 4,1642
What is the purpose of the rotation matrix R in the LCS to GCS transformation? [3GPP Release 17],question 9214,Standards specifications,17,True,True,Option 3,option 3,option 3,1643
What does the UE consider a DCI format 1_1 as indicating? [3GPP Release 17],question 9219,Standards specifications,17,False,False,Option 3,option 2,option 4,1644
Which waveform is used for downlink transmission? [3GPP Release 18],question 9224,Standards specifications,18,False,True,Option 2,option 3,option 3,1645
What is the Analytics Filter Information used for? [3GPP Release 18],question 9225,Standards specifications,18,True,True,Option 2,option 2,option 2,1646
What is the purpose of CS fallback in the Evolved Packet System? [3GPP Release 17],question 9231,Standards specifications,17,False,True,Option 4,option 5,option 5,1647
"In online charging with reservation, what happens if the resource usage execution fails? [3GPP Release 18]",question 9237,Standards specifications,18,False,False,Option 1,option 1,option 2,1648
What is the purpose of the Multi-Device (MuD) service? [3GPP Release 16],question 9242,Standards overview,16,True,True,Option 3,option 3,option 3,1649
What is the term used to describe the 5G AN connected to a 5G CN? [3GPP Release 15],question 9243,Standards overview,15,True,True,Option 2,option 2,option 2,1650
What is the role of the Charging Gateway Function (CGF)? [3GPP Release 18],question 9244,Standards specifications,18,False,True,Option 2,option 3,option 3,1651
What additional data is collected by the NWDAF for QoS Sustainability analytics in a fine granularity area? [3GPP Release 18],question 9246,Standards specifications,18,True,True,Option 5,option 5,option 5,1652
Which identity uniquely identifies a group of UE within a PLMN domain? [3GPP Release 18],question 9256,Standards specifications,18,True,True,Option 5,option 5,option 5,1653
Which 3GPP specifications are involved in the feature 'Optimisations of UE radio capability signalling'? [3GPP Release 16],question 9259,Standards overview,16,True,True,Option 2,option 2,option 2,1654
What is the maximum allowable deviation from the manufacturer claimed EIRP level for a specific beam peak direction? [3GPP Release 18],question 9264,Standards specifications,18,False,False,Option 2,option 5,option 3,1655
Which mechanism allows ProSe UE to UE communications for off-network operations in MC services? [3GPP Release 14],question 9268,Standards overview,14,False,False,Option 2,option 2,option 1,1656
What are non-public networks? [3GPP Release 17],question 9269,Standards specifications,17,True,True,Option 2,option 2,option 2,1657
What happens when the network cannot provide the required QoS for a data service? [3GPP Release 18],question 9277,Standards specifications,18,False,False,Option 1,option 4,option 2,1658
What does SCG stand for in the context of user plane in EN-DC? [3GPP Release 18],question 9280,Standards specifications,18,True,True,Option 3,option 3,option 3,1659
What does the EIR check for WLAN access to EPC feature enable? [3GPP Release 14],question 9282,Standards specifications,14,True,True,Option 1,option 1,option 1,1660
What are the two deployment options for 5G? [3GPP Release 18],question 9290,Standards specifications,18,True,True,Option 1,option 1,option 1,1661
What is a Multi-USIM UE? [3GPP Release 17],question 9299,Standards overview,17,True,True,Option 2,option 2,option 2,1662
Where does the NWDAF fetch the currently stored PFD information from? [3GPP Release 18],question 9300,Standards specifications,18,True,True,Option 4,option 4,option 4,1663
Which 3GPP specification specifies the User Equipment (UE) to V2X control function protocol aspects? [3GPP Release 14],question 9305,Standards overview,14,False,False,Option 3,option 4,option 1,1664
What is Mobile Originating Location capability? [3GPP Release 17],question 9308,Standards specifications,17,True,True,Option 2,option 2,option 2,1665
How many Evolved ProSe UE-to-Network Relays can be between an Evolved ProSe Remote UE and E-UTRAN? [3GPP Release 17],question 9314,Standards specifications,17,True,True,Option 2,option 2,option 2,1666
What standardized QCI values can be used for unicast delivery of V2X messages over LTE-Uu? [3GPP Release 14],question 9317,Standards overview,14,False,False,Option 1,option 1,option 2,1667
When is the list of forbidden tracking areas for regional provision of service deleted? [3GPP Release 18],question 9319,Standards specifications,18,True,True,Option 4,option 4,option 4,1668
"What does the UE assume about the reception occasions of PSS, SSS, and PBCH? [3GPP Release 17]",question 9323,Standards specifications,17,True,True,Option 2,option 2,option 2,1669
Which 3GPP Technical Specification covers the service requirements for maritime communication over 5G systems? [3GPP Release 16],question 9324,Standards overview,16,False,True,Option 4,option 3,option 3,1670
What happens during a direct debiting process? [3GPP Release 18],question 9327,Standards specifications,18,True,True,Option 3,option 3,option 3,1671
What does the SGSN use to determine the serving CN operator? [3GPP Release 17],question 9339,Standards specifications,17,True,True,Option 5,option 5,option 5,1672
What is the purpose of the BEARER CONTEXT RELEASE REQUEST message in the gNB-CU-UP initiated bearer context release procedure? [3GPP Release 17],question 9344,Standards specifications,17,True,True,Option 4,option 4,option 4,1673
Which transmission mode does the RLC sublayer use for dedicated traffic channels (DTCH)? [3GPP Release 18],question 9355,Standards specifications,18,True,True,Option 3,option 3,option 3,1674
What type of analytics can NWDAF generate? [3GPP Release 18],question 9359,Standards specifications,18,False,False,Option 5,option 1,option 2,1675
How are voice calls delivered to a dual/multi mode terminal in a hybrid network? [3GPP Release 18],question 9371,Standards specifications,18,True,True,Option 5,option 5,option 5,1676
What does V2V stand for? [3GPP Release 14],question 9374,Standards overview,14,True,True,Option 4,option 4,option 4,1677
Which interface is used for communication between the HeNB and the Core Network? [3GPP Release 17],question 9377,Standards specifications,17,True,True,Option 1,option 1,option 1,1678
What spectrum can be used for ranging in the 5G system? [3GPP Release 17],question 9379,Standards specifications,17,True,True,Option 3,option 3,option 3,1679
What is the purpose of a MnS producer profile? [3GPP Release 17],question 9385,Standards specifications,17,True,True,Option 2,option 2,option 2,1680
What is the inactivity timer of DRX used for? [3GPP Release 18],question 9388,Standards specifications,18,True,True,Option 4,option 4,option 4,1681
What does a UE use to determine the priority for a PUCCH transmission with multicast HARQ-ACK information? [3GPP Release 17],question 9389,Standards specifications,17,False,True,Option 1,option 2,option 2,1682
What triggers the AF to request the network to send an Application trigger to the UE? [3GPP Release 18],question 9390,Standards specifications,18,True,True,Option 2,option 2,option 2,1683
What regulatory obligations can a Participating Operator have regarding PWS support? [3GPP Release 18],question 9394,Standards specifications,18,False,False,Option 4,option 4,option 1,1684
How does a UE determine the power for a PSCCH transmission in a PSCCH-PSSCH transmission occasion? [3GPP Release 17],question 9396,Standards specifications,17,False,False,Option 4,option 1,option 3,1685
What does the cell identity of the Primary cell in the Secondary RAN node indicate? [3GPP Release 18],question 9400,Standards specifications,18,False,False,Option 5,option 5,option 4,1686
"Where are the requirements for video, imaging, and audio for professional applications described? [3GPP Release 17]",question 9417,Standards specifications,17,True,True,Option 1,option 1,option 1,1687
What types of other media are supported during an emergency call when the IM CN subsystem is used? [3GPP Release 18],question 9434,Standards specifications,18,True,True,Option 5,option 5,option 5,1688
Which function in the Converged Charging System (CCS) is responsible for generating CDRs? [3GPP Release 18],question 9435,Standards specifications,18,True,True,Option 5,option 5,option 5,1689
Which document provides the characteristics of the physical layer measurements? [3GPP Release 17],question 9442,Standards specifications,17,True,True,Option 4,option 4,option 4,1690
What are the AI/ML operations supported in the Application layer over the 5G System? [3GPP Release 18],question 9443,Standards specifications,18,True,True,Option 5,option 5,option 5,1691
What is the purpose of the Intra-CU topological redundancy procedure? [3GPP Release 17],question 9444,Standards specifications,17,True,True,Option 5,option 5,option 5,1692
What is the purpose of the NG-RAN MBS session resource context? [3GPP Release 17],question 9447,Standards specifications,17,True,True,Option 2,option 2,option 2,1693
Which message is used to confirm the successful completion of a PC5 RRC AS reconfiguration? [3GPP Release 17],question 9454,Standards specifications,17,True,True,Option 3,option 3,option 3,1694
What is Dual Connectivity (DC)? [3GPP Release 17],question 9456,Standards specifications,17,True,True,Option 2,option 2,option 2,1695
What is the purpose of Disaster Roaming with Minimization of Service Interruption? [3GPP Release 17],question 9457,Standards overview,17,True,True,Option 3,option 3,option 3,1696
What is the meaning of LOS in the channel coefficient generation procedure? [3GPP Release 17],question 9459,Standards specifications,17,True,True,Option 4,option 4,option 4,1697
Which 3GPP working group is responsible for the security aspects of the EAP Re-authentication Protocol (ERP)? [3GPP Release 14],question 9462,Standards specifications,14,True,True,Option 4,option 4,option 4,1698
What are the three types of TV services supported by the 3GPP enhancement for TV service support? [3GPP Release 18],question 9464,Standards specifications,18,True,True,Option 1,option 1,option 1,1699
"For a prioritized service, will the UE automatically override user and network disallowed RATs if there are no PLMNs on the allowed radio technologies that the UE can access? [3GPP Release 18]",question 9467,Standards specifications,18,False,True,Option 2,option 1,option 1,1700
What does NR Sidelink Relay enable? [3GPP Release 17],question 9468,Standards overview,17,True,True,Option 2,option 2,option 2,1701
What is the sub-carrier spacing for the downlink transmission scheme based on conventional OFDM? [3GPP Release 17],question 9487,Standards specifications,17,True,True,Option 1,option 1,option 1,1702
What is included in the UE CONTEXT SETUP REQUEST message in the Intra-gNB-DU handover procedure? [3GPP Release 17],question 9504,Standards specifications,17,False,True,Option 1,option 4,option 4,1703
"Which 3GPP specification defines the architecture, procedures, and information flows to enable edge applications over 3GPP networks? [3GPP Release 17]",question 9505,Standards overview,17,False,True,Option 2,option 3,option 3,1704
What is the purpose of the Target NSSAI for NG-RAN? [3GPP Release 17],question 9507,Standards overview,17,False,False,Option 2,option 2,option 4,1705
Which organization is responsible for the development of the QuaDRiGa channel model? [3GPP Release 17],question 9511,Standards specifications,17,False,False,Option 2,option 2,option 5,1706
What is the purpose of PLMN selection in the UE? [3GPP Release 17],question 9516,Standards specifications,17,False,False,Option 3,option 3,option 4,1707
What is the purpose of interworking between the IMS domain and the CS domain? [3GPP Release 17],question 9524,Standards specifications,17,True,True,Option 1,option 1,option 1,1708
What are RAN assistance parameters used for in RRC_IDLE? [3GPP Release 17],question 9526,Standards specifications,17,True,False,Option 5,option 2,option 5,1709
What is the purpose of UE categories in NR? [3GPP Release 18],question 9533,Standards specifications,18,False,False,Option 1,option 1,option 2,1710
Can the home operator re-allow selection of a radio technology on a UE that has been previously disallowed? [3GPP Release 18],question 9545,Standards specifications,18,False,False,Option 1,option 1,option 2,1711
What additional function does the eNB support in case of SIPTO@LN with stand-alone gateway? [3GPP Release 17],question 9547,Standards specifications,17,True,True,Option 3,option 3,option 3,1712
What additional information does the NWDAF collect for UPF load analytics? [3GPP Release 18],question 9549,Standards specifications,18,False,True,Option 3,option 2,option 2,1713
How many lists of 3GPP PS Data Off Exempt Services can a UE be configured with? [3GPP Release 18],question 9557,Standards specifications,18,False,False,Option 2,option 2,option 1,1714
What is the purpose of UDC (User Data Convergence)? [3GPP Release 18],question 9570,Standards specifications,18,True,True,Option 2,option 2,option 2,1715
How is the energy detection threshold adapted for channel access? [3GPP Release 17],question 9571,Standards specifications,17,False,True,Option 4,option 2,option 2,1716
How is PDCCH skipping configured for UE power saving in connected mode? [3GPP Release 17],question 9585,Standards overview,17,False,False,Option 4,option 4,option 1,1717
Which protocol is used for Short message Distribution Service (SDS) in MCData? [3GPP Release 14],question 9586,Standards overview,14,True,True,Option 4,option 4,option 4,1718
Which type of V2X application primarily uses broadcast-based communication? [3GPP Release 17],question 9587,Standards specifications,17,True,True,Option 1,option 1,option 1,1719
What is the purpose of the Quick release of RRC connection feature in NB-IoT? [3GPP Release 15],question 9595,Standards overview,15,False,False,Option 3,option 3,option 5,1720
Which sublayer is responsible for error correction through HARQ? [3GPP Release 18],question 9597,Standards specifications,18,True,True,Option 2,option 2,option 2,1721
Which scenarios are supported by the 5G-RG? [3GPP Release 16],question 9602,Standards overview,16,False,True,Option 4,option 1,option 1,1722
Which component invokes the Nnef_PFDManagement_Create/Update/Delete service? [3GPP Release 18],question 9607,Standards specifications,18,False,False,Option 2,option 2,option 4,1723
What is the purpose of the Edge Configuration Server (ECS) specified in TS 23.558? [3GPP Release 17],question 9610,Standards overview,17,True,True,Option 2,option 2,option 2,1724
When can the LCS server inform the target UE about the activation of Periodic Location Reporting? [3GPP Release 17],question 9612,Standards specifications,17,False,False,Option 1,option 1,option 4,1725
What is the purpose of VarLogMeasConfig? [3GPP Release 17],question 9613,Standards specifications,17,True,True,Option 1,option 1,option 1,1726
What problem does the PRACH enhancement feature in LTE address under high speed? [3GPP Release 14],question 9623,Standards specifications,14,True,True,Option 4,option 4,option 4,1727
What is the purpose of the additional RS provided by gNB? [3GPP Release 16],question 9626,Standards specifications,16,True,True,Option 4,option 4,option 4,1728
What is the minimum resource allocation unit in the time domain for PSSCH transmission? [3GPP Release 17],question 9630,Standards specifications,17,True,True,Option 4,option 4,option 4,1729
What is the granularity of the global frequency raster for category NB1 and NB2? [3GPP Release 18],question 9631,Standards specifications,18,True,False,Option 2,option 1,option 2,1730
Which interface is used between the mobile station and the Base Station System? [3GPP Release 17],question 9633,Standards specifications,17,True,True,Option 4,option 4,option 4,1731
What is the role of NF Sets in network reliability? [3GPP Release 18],question 9637,Standards specifications,18,False,False,Option 1,option 1,option 3,1732
How does the DCCF determine the NF instance that can be a Data Source? [3GPP Release 18],question 9641,Standards specifications,18,False,False,Option 1,option 1,option 3,1733
Which PDCP packet duplication is supported in LTE for improving reliability? [3GPP Release 18],question 9650,Standards specifications,18,True,False,Option 2,option 3,option 2,1734
What does SI stand for in the context of RRC? [3GPP Release 18],question 9653,Standards specifications,18,True,True,Option 5,option 5,option 5,1735
What is the purpose of suitable APIs for managing third-party owned applications in the operator's Service Hosting Environment? [3GPP Release 17],question 9656,Standards specifications,17,True,True,Option 5,option 5,option 5,1736
What are the four processes of the idle mode? [3GPP Release 17],question 9657,Standards specifications,17,True,True,Option 2,option 2,option 2,1737
What is the role of NAS-MM in the control plane between the UE and the AMF? [3GPP Release 18],question 9659,Standards specifications,18,True,True,Option 1,option 1,option 1,1738
Which 3GPP specification provides the service requirements for V2X services? [3GPP Release 14],question 9673,Standards overview,14,True,True,Option 2,option 2,option 2,1739
Which test system is impacted by off-focus antenna? [3GPP Release 18],question 9674,Standards specifications,18,False,False,Option 4,option 2,option 3,1740
What is the purpose of Enhanced support of Non-Public Networks? [3GPP Release 17],question 9676,Standards overview,17,True,True,Option 4,option 4,option 4,1741
Which identity is used for identification of cancellation in the uplink? [3GPP Release 17],question 9678,Standards specifications,17,False,True,Option 3,option 2,option 2,1742
What does the Weight Factor for AMF Load Balancing indicate? [3GPP Release 18],question 9682,Standards specifications,18,True,True,Option 2,option 2,option 2,1743
What is the purpose of the 'Group Reporting Guard Time'? [3GPP Release 14],question 9685,Standards specifications,14,False,True,Option 2,option 4,option 4,1744
What is the required input for the Ndccf_DataManagement_Unsubscribe service operation? [3GPP Release 18],question 9703,Standards specifications,18,True,True,Option 1,option 1,option 1,1745
What model does the streaming service use? [3GPP Release 18],question 9705,Standards specifications,18,False,True,Option 4,option 3,option 3,1746
Is the user able to re-enable use of a radio technology on a UE that has been previously disallowed? [3GPP Release 18],question 9707,Standards specifications,18,False,False,Option 1,option 1,option 2,1747
Which specifications provide the MCPTT requirements applicable to MC Video? [3GPP Release 14],question 9709,Standards overview,14,True,True,Option 3,option 3,option 3,1748
Is a subscription profile necessary for certain authorized LCS Clients internal to the PLMN? [3GPP Release 17],question 9710,Standards specifications,17,False,False,Option 1,option 1,option 2,1749
What does the CG-CandidateList message in ASN.1 define? [3GPP Release 17],question 9713,Standards specifications,17,True,True,Option 1,option 1,option 1,1750
Which identity is used for semi-persistent CSI reporting on PUSCH? [3GPP Release 17],question 9717,Standards specifications,17,True,True,Option 5,option 5,option 5,1751
What is the maximum value for the ACK missed detection probability for NPUSCH format 2 transmission with 15KHz subcarrier spacing? [3GPP Release 18],question 9719,Standards specifications,18,False,True,Option 2,option 1,option 1,1752
What is the main purpose of the location registration function? [3GPP Release 18],question 9728,Standards specifications,18,False,True,Option 3,option 4,option 4,1753
What type of frequency hopping can improve positioning performance for RedCap UEs in FR2 InF-SH scenario? [3GPP Release 18],question 9738,Standards specifications,18,False,False,Option 3,option 3,option 2,1754
What are the requirements for 5G LAN-type service? [3GPP Release 17],question 9741,Standards specifications,17,True,True,Option 5,option 5,option 5,1755
What requirements are specified as an update to Technical Specification 22.268 for an enhanced Public Warning System? [3GPP Release 16],question 9743,Standards overview,16,True,False,Option 1,option 3,option 1,1756
What are the location requirements added for emergency calls in the Enhancing Location Capabilities for Indoor and Outdoor Emergency Communications work item? [3GPP Release 14],question 9745,Standards specifications,14,True,False,Option 3,option 2,option 3,1757
Which of the following parameters may be included in the 5G VN group data? [3GPP Release 18],question 9751,Standards specifications,18,False,True,Option 3,option 1,option 1,1758
"In a remote interference scenario, how are victim and aggressor gNBs grouped? [3GPP Release 18]",question 9754,Standards specifications,18,True,True,Option 3,option 3,option 3,1759
What happens if the NG-RAN cannot fulfill the User Plane Security Enforcement information with a value of Required? [3GPP Release 18],question 9765,Standards specifications,18,True,True,Option 4,option 4,option 4,1760
